file;name;country;capacity;license;author;source
estadio-hernando-siles.jpg;Estadio Hernando Siles;Bolivia;38000;CC BY 2.0;psyberartist;https://commons.wikimedia.org/wiki/File:Hernando_Siles_Stadium_-_La_Paz.jpg
national-stadium-dhaka.jpg;National Stadium, Dhaka;Bangladesh;36000;CC BY-SA 4.0;Pinu Rahman;https://commons.wikimedia.org/wiki/File:%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC_%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%87%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%AE_%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE.jpg
estadio-olimpico-atahualpa.jpg;Estadio Olímpico Atahualpa;Ecuador;35742;CC BY-SA 2.0;Agencia de Noticias ANDES;https://commons.wikimedia.org/wiki/File:MIRANDO_A_QUITO_DESDE_LAS_ALTURAS_(37628605982).jpg
gaddafi-stadium.jpg;Gaddafi Stadium;Pakistan;60000;CC BY-SA 4.0;Younisjunejo;https://commons.wikimedia.org/wiki/File:Gaddafi_Stadium_at_Night.jpg
mandela-national-stadium.jpg;Mandela National Stadium;Uganda;45202;CC BY-SA 4.0;Vebjorl;https://commons.wikimedia.org/wiki/File:Mandela_National_Stadium,_Uganda.JPG
my-dinh-national-stadium.jpg;My Dinh National Stadium;Vietnam;40192;CC BY 3.0;NamHyHoangPhong đã đưa vào phạm vi công cộng;https://commons.wikimedia.org/wiki/File:Kh%C3%A1n_%C4%91%C3%A0i_B_-_S%C3%A2n_v%E1%BA%ADn_%C4%91%E1%BB%99ng_Qu%E1%BB%91c_gia_M%E1%BB%B9_%C4%90%C3%ACnh.jpg
estadio-nacional-de-costa-rica.jpg;Estadio Nacional de Costa Rica;Costa Rica;35175;CC BY-SA 4.0;MadriCR;https://commons.wikimedia.org/wiki/File:Estadio_Nacional_de_Costa_Rica,_2011.jpg
ghazi-stadium.jpg;Ghazi Stadium;Afghanistan;30000;CC BY-SA 3.0;Ahmad Faisal;https://commons.wikimedia.org/wiki/File:Ahmad_Faisal_-_football_-_D.jpg
abe-lenstra-stadion.jpg;Abe Lenstra Stadion;Netherlands;26100;CC BY 2.5;Udo Ockema;https://commons.wikimedia.org/wiki/File:Abe_Lenstra_Stadion_08c.JPG
werktalent-stadion.jpg;WerkTalent Stadion;Netherlands;15000;CC BY-SA 4.0;Michiel1972;https://commons.wikimedia.org/wiki/File:ADO_Den_Haag_Stadion,_Forepark.jpg
olympic-stadium-of-rades.jpg;Olympic Stadium of Radès;Tunisia;65000;CC BY 2.0;khaled abdelmoumen;https://commons.wikimedia.org/wiki/File:STADE_DE_RADES.jpg
lagos-national-stadium.jpg;Lagos National Stadium;Nigeria;55000;CC BY-SA 4.0;S.aderogba;https://commons.wikimedia.org/wiki/File:Main-bowl-national-stadium-surulere-lagos.jpg
estadio-11-de-novembro.jpg;Estádio 11 de Novembro;Angola;50000;CC BY-SA 3.0;L.Willms;https://commons.wikimedia.org/wiki/File:Estadio-11Nov-Luanda_03_linke-Seite-Bogen_LWS-2011-08-NC_0991.jpg
accra-sports-stadium.jpg;Accra Sports Stadium;Ghana;40000;CC BY-SA 4.0;Celestinesucess;https://commons.wikimedia.org/wiki/File:Ohene_Djan_Sports_Stadium,_Accra.jpg
dasarath-rangasala-stadium.jpg;Dasarath Rangasala Stadium;Nepal;30000;CC BY 2.0;Piterpan;https://commons.wikimedia.org/wiki/File:Dasarath_Rangasala_Stadium.jpg
bahrain-national-stadium.jpg;Bahrain National Stadium;Bahrain;24000;CC BY-SA 2.5;No machine-readable author provided. Chanad assumed (based on copyright claims).;https://commons.wikimedia.org/wiki/File:Bahrain_National_Stadium.jpg
pamir-stadium.jpg;Pamir Stadium;Tajikistan;24000;CC BY-SA 4.0;Каримов Сиёвуш;https://commons.wikimedia.org/wiki/File:Fc-Istiklol..jpg
fadil-vokrri-stadium.jpg;Fadil Vokrri Stadium;Kosovo;16200;CC BY-SA 4.0;ManiacOfSport;https://commons.wikimedia.org/wiki/File:Fadil_Vokrri_Stadium_2024.jpg
fk-zalgiris-home-stadium.jpg;FK Žalgiris Home Stadium;Lithuania;5067;CC BY-SA 4.0;Augustas Didžgalvis;https://commons.wikimedia.org/wiki/File:LFF2_by_Augustas_Didzgalvis.jpg
stade-5-juillet-1962.jpg;Stade 5 Juillet 1962;Algeria;76200;CC BY-SA 4.0;Billal Haddadi;https://commons.wikimedia.org/wiki/File:Stade_5_Juillet_1962.jpg
aleppo-international-stadium.jpg;Aleppo International Stadium;Syria;75000;CC BY-SA 3.0;Firas1977;https://commons.wikimedia.org/wiki/File:Aleppo_International_Stadium,_day_view,_2009_(2).jpg
national-stadium-q713442.jpg;National Stadium;Taiwan;55000;Attribution;高雄市政府觀光局;https://commons.wikimedia.org/wiki/File:World_Games_Stadium_and_National_Sports_Training_Center_2022_02.jpg
stade-d-angondje.jpg;Stade d'Angondjé;Gabon;40000;CC BY 2.0;Ben Sutherland from Crystal Palace, London, UK;https://commons.wikimedia.org/wiki/File:Cameroon_celebrating_winning_2017_Africa_Cup_of_Nations.jpg
addis-ababa-stadium.jpg;Addis Ababa Stadium;Ethiopia;35000;FAL;A.Savin;https://commons.wikimedia.org/wiki/File:ET_Addis_asv2018-01_img02_Stadium.jpg
olympic-stadium-q2343636.jpg;Olympic Stadium;Turkmenistan;30000;CC BY 4.0;Javid Nikpour;https://commons.wikimedia.org/wiki/File:Saparmurat_Turkmenbashi_Olympic_Stadium.jpg
kensington-oval.jpg;Kensington Oval;Barbados;28000;CC BY 2.0;subzi73;https://commons.wikimedia.org/wiki/File:Kensington_Oval_yes.jpg
changlimithang-stadium.jpg;Changlimithang Stadium;Bhutan;25000;CC BY 2.0;Steve Evans from Bangalore, India;https://commons.wikimedia.org/wiki/File:Bhutan_archery.jpg
stadion-galgenwaard.jpg;Stadion Galgenwaard;Netherlands;23750;CC BY-SA 3.0;Kevertje77 at Dutch Wikipedia;https://commons.wikimedia.org/wiki/File:Stadion_FC_Utrecht_-_Bunnikside.jpg
malabo-stadium.jpg;Malabo Stadium;Equatorial Guinea;15250;Public domain;Tadpolefarmer at English Wikipedia;https://commons.wikimedia.org/wiki/File:Estadio_de_Malabo_Equatorial_Guinea.JPG
asito-stadion.png;Asito Stadion;Netherlands;12080;CC BY-SA 4.0;Rwscheper;https://commons.wikimedia.org/wiki/File:Heracles_Stadion.PNG
nuuk-stadium.jpg;Nuuk Stadium;Greenland;2000;CC BY-SA 2.0;Henrik Karll;https://commons.wikimedia.org/wiki/File:Nuuk_Stadium_2.jpg
thuwunna-stadium.jpg;Thuwunna Stadium;Myanmar;50000;CC BY-SA 3.0;Ranking Update;https://commons.wikimedia.org/wiki/File:Thuwunna_Stadium.JPG
rizal-memorial-stadium.jpg;Rizal Memorial Stadium;Philippines;30000;Public domain;Lesmes Solanoy;https://commons.wikimedia.org/wiki/File:Rizal_Memorial_Track_and_Football_Stadium.jpg
hasely-crawford-stadium.jpg;Hasely Crawford Stadium;Trinidad and Tobago;27000;CC BY-SA 3.0;Chris Fitzpatrick;https://commons.wikimedia.org/wiki/File:HCStadium2013.jpg
stadionul-dr-constantin-radulescu.jpg;Stadionul Dr. Constantin Rădulescu;Romania;23500;CC BY 3.0;Валерий Дед;https://commons.wikimedia.org/wiki/File:Cluj-Napoca_Stadionul_Dr._Constantin_R%C4%83dulescu_1.jpg
spartak-stadium.jpg;Spartak Stadium;Kyrgyzstan;23000;CC BY 4.0;Garra-chebera;https://commons.wikimedia.org/wiki/File:D%C3%B6l%C3%B6n-%C3%96m%C3%BCrsakow-Stadion,_Bishkek.jpg
koning-willem-ii-stadion.jpg;Koning Willem II Stadion;Netherlands;14637;Public domain;Maarten van Esch;https://commons.wikimedia.org/wiki/File:Willem_II_stadion.jpg
sparta-stadion-het-kasteel.jpg;Sparta Stadion Het Kasteel;Netherlands;11026;CC BY-SA 3.0;Hanhil at Dutch Wikipedia;https://commons.wikimedia.org/wiki/File:SpartaKasteel.jpg
olympic-stadium-q2021522.jpg;Olympic Stadium;Cambodia;50000;CC BY 2.0;Khmer Scholar;https://commons.wikimedia.org/wiki/File:A_football_match_at_the_Olympic_Stadium,_Phnom_Penh_(Chetra_Chap,_2015)._(19104466005).jpg
polideportivo-cachamay.jpg;Polideportivo Cachamay;Venezuela;45600;CC BY-SA 4.0;Shaolingv4;https://commons.wikimedia.org/wiki/File:Cte_cachamay_aereo.jpg
stade-de-l-amitie.jpg;Stade de l'Amitié;Benin;35000;CC BY-SA 4.0;Sdansou;https://commons.wikimedia.org/wiki/File:Stade_de_l%27amiti%C3%A9_de_Cotonou.jpg
sultan-qaboos-sports-complex.jpg;Sultan Qaboos Sports Complex;Oman;34000;Public domain;Pranav21391 (talk);https://commons.wikimedia.org/wiki/File:MuscatGulfCup2.jpg
hassanal-bolkiah-national-stadium.jpg;Hassanal Bolkiah National Stadium;Brunei;30000;Copyrighted free use;Pudt;https://commons.wikimedia.org/wiki/File:Hassanal_Bolkiah_National_Stadium_2017.jpg
hfc-bank-stadium.jpg;HFC Bank Stadium;Fiji;25000;CC BY-SA 3.0;Stemoc;https://commons.wikimedia.org/wiki/File:ANZ_Stadium_Fiji.jpg
providence-stadium.jpg;Providence Stadium;Guyana;20000;CC BY 2.5;No machine-readable author provided. FrWaters assumed (based on copyright claims).;https://commons.wikimedia.org/wiki/File:Providence_Stadium_outside.jpg
cambuur-stadion.jpg;Cambuur Stadion;Netherlands;10500;CC BY 2.0;Stefan Oost at Flickr.com;https://commons.wikimedia.org/wiki/File:Cambuurstadion.jpg
jakarta-international-stadium.jpg;Jakarta International Stadium;Indonesia;82000;CC BY-SA 4.0;RasyaAbhirama13;https://commons.wikimedia.org/wiki/File:Jakarta_International_Stadium_interior.jpg
tripoli-stadium-international.jpg;Tripoli Stadium International;Libya;53000;Public domain;BenTaher;https://commons.wikimedia.org/wiki/File:11_June_Stadium_BenTaher.jpg
estadio-cuscatlan.jpg;Estadio Cuscatlán;El Salvador;45925;CC BY-SA 3.0 de;Arne Müseler;https://commons.wikimedia.org/wiki/File:El-salvador_san-salvador_Estadio-Cuscatl%C3%A1n_2.JPG
mac3park-stadion.jpg;MAC³PARK stadion;Netherlands;12500;Public domain;Alonstoter;https://commons.wikimedia.org/wiki/File:Zwolle_IJsseldeltastadion.jpg
fortuna-sittard-stadion.jpg;Fortuna Sittard Stadion;Netherlands;12500;Public domain;Weiderinder.de.vu;https://commons.wikimedia.org/wiki/File:Stadion_Sittard_Rapsstroh_pressen.JPG
de-adelaarshorst.jpg;De Adelaarshorst;Netherlands;6700;CC BY 3.0;Kevster;https://commons.wikimedia.org/wiki/File:Adelaarshorst-uitvak.jpg
stadion-woudestein.jpg;Stadion Woudestein;Netherlands;3531;Public domain;Wikifrits;https://commons.wikimedia.org/wiki/File:Rotterdam_stadion_woudestein.jpg
estadio-doroteo-guamuch-flores.jpg;Estadio Doroteo Guamuch Flores;Guatemala;30000;CC BY-SA 4.0;JMRAFFi;https://commons.wikimedia.org/wiki/File:Estadio_Mateo_Flores_Guatemala.JPG
rat-verlegh-stadion.jpg;Rat Verlegh Stadion;Netherlands;19000;CC BY-SA 3.0;MM1912;https://commons.wikimedia.org/wiki/File:20131027_Rat_Verlegh_Stadion.jpg
stadion-de-goffert.jpg;Stadion de Goffert;Netherlands;12500;CC BY-SA 4.0;Justinrtw5;https://commons.wikimedia.org/wiki/File:Goffertstadion_tijdens_een_wedstrijd.jpg
warner-park-sporting-complex.jpg;Warner Park Sporting Complex;Saint Kitts and Nevis;10000;CC BY 2.0;St Kitts &amp, Nevis Government, permission: https://www.flickr.com/photos/skngov/14733563912;https://commons.wikimedia.org/wiki/File:Warner_Park_Cricket_Stadium.jpg
mandemakers-stadion.jpg;Mandemakers Stadion;Netherlands;7500;CC BY 4.0;Michielverbeek;https://commons.wikimedia.org/wiki/File:Waalwijk,_het_Mandemakersstadion_van_RKC_IMG_0799_2026-03-22_11.05.jpg
moi-international-sports-centre.jpg;Moi International Sports Centre;Kenya;60000;CC BY-SA 4.0;Eriksson1904;https://commons.wikimedia.org/wiki/File:A_few_minutes_before_the_match,_Kasarani,_Nairobi.jpg
independence-park.jpg;Independence Park;Jamaica;35000;CC0;Cm 1962;https://commons.wikimedia.org/wiki/File:Independence_Park.jpg
r-premadasa-stadium.jpg;R. Premadasa Stadium;Sri Lanka;35000;CC BY-SA 3.0;Sachintha Wijayatunga;https://commons.wikimedia.org/wiki/File:Percy,_Beloved_Sri_Lankan_cricket_fan.jpg
chang-arena.jpg;Chang Arena;Thailand;32600;CC BY-SA 3.0;::::=UT=::::;https://commons.wikimedia.org/wiki/File:Isan,_Mueang_Buri_Ram_District,_Buri_Ram_31000,_Thailand_-_panoramio_(6).jpg
estadio-rommel-fernandez.jpg;Estadio Rommel Fernández;Panama;32000;CC BY-SA 4.0;123Hollic;https://commons.wikimedia.org/wiki/File:Estadio_Rommel_Fern%C3%A1ndezA2.jpg
kamuzu-stadium.jpg;Kamuzu Stadium;Malawi;32000;CC BY-SA 3.0;AndrewDressel (talk). Original uploader was AndrewDressel at en.wikipedia;https://commons.wikimedia.org/wiki/File:Kamuzu_Stadium_exterior.JPG
parkstad-limburg-stadion.jpg;Parkstad Limburg Stadion;Netherlands;19979;Public domain;Ymmit1983;https://commons.wikimedia.org/wiki/File:RodaStadion.jpg
de-meer-stadion.jpg;De Meer Stadion;Netherlands;19000;CC0;Koen Suyk / Anefo;https://commons.wikimedia.org/wiki/File:Ajax_stadion_De_Meer_met_laag_sneeuw_bedekt_1979,_Bestanddeelnr_930-0716.jpg
national-stadium-q1500479.jpg;National Stadium;Timor-Leste;13000;CC BY-SA 3.0;Andy4190;https://commons.wikimedia.org/wiki/File:Timor_Leste_Nacional_Stadion.jpg
galolhu-national-stadium.jpg;Galolhu National Stadium;Maldives;13000;CC BY-SA 3.0;ZZ47;https://commons.wikimedia.org/wiki/File:Galolhu_Dhandu.jpg
lawson-tama-stadium.jpg;Lawson Tama Stadium;Solomon Islands;10000;CC BY 3.0;David Jones;https://commons.wikimedia.org/wiki/File:Lawson_Tama_Stadium.jpg
de-koel.jpg;De Koel;Netherlands;7500;CC BY 2.0;Tsutomu Takasu;https://commons.wikimedia.org/wiki/File:Flickr_-_tpower1978_-_Training_session_(2).jpg
national-stadium-q1503980.jpg;National Stadium;Sierra Leone;45000;CC BY-SA 2.0;Dorothy Voorhees;https://commons.wikimedia.org/wiki/File:Sierra_Leone_National_Stadium.jpg
de-vijverberg.jpg;De Vijverberg;Netherlands;12600;Public domain;User:Switchblade;https://commons.wikimedia.org/wiki/File:De_Vijverberg.JPG
antigua-recreation-ground.jpg;Antigua Recreation Ground;Antigua and Barbuda;9000;CC BY 2.0;Z_dead from London, UK;https://commons.wikimedia.org/wiki/File:Cricket_ground.jpg
de-oude-meerdijk.jpg;De Oude Meerdijk;Netherlands;8600;Public domain;Hans055;https://commons.wikimedia.org/wiki/File:Emmen_univestadion.jpg
mff-football-centre.jpg;MFF Football Centre;Mongolia;3500;CC BY-SA 4.0;Mongolian Football Federation;https://commons.wikimedia.org/wiki/File:The_MFF_Football_Centre_in_2024.jpg
bairiki-national-stadium.jpg;Bairiki National Stadium;Kiribati;2500;CC BY-SA 4.0;Flexmaen;https://commons.wikimedia.org/wiki/File:Bairiki_National_Stadium,_Tarawa,_Kiribati.jpg
estadio-nacional-jose-de-la-paz-herrera.jpg;Estadio Nacional Jose de la Paz Herrera;Honduras;37000;CC BY-SA 4.0;Chifullo;https://commons.wikimedia.org/wiki/File:Estadio_Chelato_Ucl%C3%A9s.jpg
stade-general-seyni-kountche.jpg;Stade Général Seyni Kountché;Niger;35000;CC BY-SA 4.0;NigerTZai;https://commons.wikimedia.org/wiki/File:Niger,_Niamey,_Kountch%C3%A9_Stadium_(1).jpg
hiram-bithorn-stadium.jpg;Hiram Bithorn Stadium;Puerto Rico;18264;Public domain;Rahola Photo Supply, San Juan (publisher);https://commons.wikimedia.org/wiki/File:San_Juan_-_Bithorn_Stadium.jpg
kirani-james-athletic-stadium.jpg;Kirani James Athletic Stadium;Grenada;10000;CC BY-SA 4.0;Mikehaz;https://commons.wikimedia.org/wiki/File:Kirani_James_Athletic_Stadium,_Nov_2016.jpg
kras-stadion.jpg;Kras Stadion;Netherlands;6200;Public domain;Roelzzz;https://commons.wikimedia.org/wiki/File:Kras_stadion.JPG
andre-kamperveen-stadium.jpg;André Kamperveen Stadium;Suriname;6000;Public domain;Brokopondo at German Wikipedia;https://commons.wikimedia.org/wiki/File:KamperveenStadion.jpg
guillermo-prospero-trinidad-stadium.jpg;Guillermo Prospero Trinidad Stadium;Aruba;5500;CC BY-SA 4.0;Xrevbc;https://commons.wikimedia.org/wiki/File:Trinidad_Stadium_Aruba_Pitch.jpg
national-heroes-stadium.jpg;National Heroes Stadium;Zambia;60000;CC BY-SA 2.0;Adam Ojdahl;https://commons.wikimedia.org/wiki/File:Inauguration_of_Edgar_Lungu.jpg
mogadishu-stadium.jpg;Mogadishu Stadium;Somalia;60000;CC BY-SA 4.0;Abdi maxamed;https://commons.wikimedia.org/wiki/File:Mogadishustadium.jpg
al-merrikh-stadium.jpg;Al-Merrikh Stadium;Sudan;43000;CC BY-SA 4.0;Abdel-Moneim Mustafa;https://commons.wikimedia.org/wiki/File:Al-Marekh_Stadium_Omdurman_Sudan_1964_Designed_by_Abdel-Moneim_Mustafa_8.jpg
independence-stadium.jpg;Independence Stadium;The Gambia;40000;Public domain;Annatto;https://commons.wikimedia.org/wiki/File:Gambia_v_guinea.JPG
stade-du-28-septembre.jpg;Stade du 28 Septembre;Guinea;25000;CC BY 2.0;Jeff Attaway from Abuja, Nigeria;https://commons.wikimedia.org/wiki/File:Over_conakry_(3326330162).jpg
saida-municipal-stadium.jpg;Saida Municipal Stadium;Lebanon;22600;CC BY-SA 3.0;Peripitus;https://commons.wikimedia.org/wiki/File:Saida_Municipal_Stadium_with_beachgoers.jpg
cicero-stadium.jpg;Cicero Stadium;Eritrea;20000;CC BY-SA 3.0;Nicholas Gemini;https://commons.wikimedia.org/wiki/File:Eritrea_corner%27s_08.jpg
ergilio-hato-stadium.jpg;Ergilio Hato Stadium;Curaçao;15000;CC BY-SA 3.0;Burgbernd;https://commons.wikimedia.org/wiki/File:Stadion_Ergilio_Hato.jpg
windsor-park.jpg;Windsor Park;Dominica;12000;Public domain;SDGibbons;https://commons.wikimedia.org/wiki/File:Windsor_Park_Roseau_Dominica.JPG
estadio-da-varzea.jpg;Estádio da Várzea;Cape Verde;8000;Public domain;Xandu;https://commons.wikimedia.org/wiki/File:Est%C3%A1dio_da_V%C3%A1rzea.jpg
mong-kok-stadium.jpg;Mong Kok Stadium;British Hong Kong;6664;CC BY-SA 3.0;Ngchikit;https://commons.wikimedia.org/wiki/File:Mong_Kok_Stadium_all_three_stands.jpg
tuvalu-sports-ground.jpg;Tuvalu Sports Ground;Tuvalu;1500;CC BY-SA 1.0;Dutch Support Tuvalu;https://commons.wikimedia.org/wiki/File:Vaiaku-stadion_02.jpg
al-shaab-stadium.jpg;Al-Shaab Stadium;Iraq;35000;Public domain;Makaay31;https://commons.wikimedia.org/wiki/File:Al-Shaab_Stadium_(25).JPG
nicosia-ataturk-stadium.jpg;Nicosia Atatürk Stadium;Northern Cyprus;28000;CC BY-SA 3.0;Seksen iki yüz kırk beş;https://commons.wikimedia.org/wiki/File:Nicosia_Ataturk_Stadium.jpg
estadio-24-de-setembro.jpg;Estádio 24 de Setembro;Guinea-Bissau;20000;CC BY-SA 4.0;Helena Maria Pestana;https://commons.wikimedia.org/wiki/File:Viagem_de_Bissau_para_Bolama,_Guin%C3%A9-Bissau_%E2%80%93_2018-03-02_%E2%80%93_DSCN0973.jpg
kazhimukan-munaitpasov-stadium.jpg;Kazhimukan Munaitpasov Stadium;Soviet Union;20000;CC BY-SA 4.0;TheGreatSteppe;https://commons.wikimedia.org/wiki/File:Kazhymukan-Munaitpasov-_Stadium-Shymkent-Kazakhstan.jpg
al-sadaqua-walsalam-stadium.jpg;Al-Sadaqua Walsalam Stadium;Kuwait;16000;CC BY-SA 3.0;Ahmadalshami at en.wikipedia;https://commons.wikimedia.org/wiki/File:Kazmastadium.jpg
thomas-robinson-stadium.jpg;Thomas Robinson Stadium;The Bahamas;15023;CC0;Iles du francois;https://commons.wikimedia.org/wiki/File:Tommy_Robinson_National_Stadium.jpg
estadio-nacional-12-de-julho.jpg;Estádio Nacional 12 de Julho;São Tomé and Príncipe;6500;CC BY 2.0;Chuck Moravec;https://commons.wikimedia.org/wiki/File:Sao_Tome_National_Stadium_(15626686954).jpg
omnisport-apeldoorn.jpg;Omnisport Apeldoorn;Netherlands;5000;Public domain;Apdency;https://commons.wikimedia.org/wiki/File:Omnisport_Apeldoorn.jpg
yanmar-stadion.jpg;Yanmar Stadion;Netherlands;4501;CC BY-SA 4.0;Youri165;https://commons.wikimedia.org/wiki/File:Almere_City_FC_Stadion.jpg
stade-municipal-de-kintele.jpg;Stade Municipal de Kintélé;Republic of the Congo;;CC BY-SA 4.0;Apipo1907 (talk);https://commons.wikimedia.org/wiki/File:Stade_olympique_de_Brazzaville.jpg
stade-modibo-keita.jpg;Stade Modibo Kéïta;Mali;35000;CC BY-SA 2.0 fr;Francois Feignier;https://commons.wikimedia.org/wiki/File:2014-03-22_Stade_omnisports_Modibo-Ke%C3%AFta.jpg
barthelemy-boganda-stadium.jpg;Barthélemy Boganda Stadium;Central African Republic;35000;CC BY-SA 4.0;flavour @ Mapillary.com;https://commons.wikimedia.org/wiki/File:Avenue_des_Martyrs,_Bangui_-_Mapillary_(v3azRkJmiUnTDVXUJf35ng).jpg
estadio-pedro-marrero.jpg;Estadio Pedro Marrero;Cuba;30000;CC BY-SA 3.0;NYC2TLV;https://commons.wikimedia.org/wiki/File:Estadio_Pedro_Marrero.JPG
mahamasina-municipal-stadium.jpg;Mahamasina Municipal Stadium;Madagascar;22000;CC BY-SA 4.0;Chirocca77;https://commons.wikimedia.org/wiki/File:Stage_Barea_Mahamasina_(kianja_Barea_Mahamasina).jpg
stade-regional-nyamirambo.jpg;Stade Régional Nyamirambo;Rwanda;22000;CC0;EmmysonB;https://commons.wikimedia.org/wiki/File:Kigali_Pele_Stadium.jpg
setsoto-stadium.jpg;Setsoto Stadium;Lesotho;20000;CC BY-SA 2.0;Robert Staudhammer from Earth;https://commons.wikimedia.org/wiki/File:Setsoto-Stadium_Lesotho.jpg
olympic-stadium-of-nouakchott.jpg;Olympic Stadium of Nouakchott;Mauritania;20000;CC BY-SA 3.0;kyselak;https://commons.wikimedia.org/wiki/File:Nouakchott_stadium.jpg
daren-sammy-cricket-ground.jpg;Daren Sammy Cricket Ground;Saint Lucia;20000;CC BY-SA 3.0;Timothy Barton (timtranslates.com);https://commons.wikimedia.org/wiki/File:Beausejour_Stadium_Cricket_St_Lucia.jpg
stade-municipal.jpg;Stade Municipal;Burkina Faso;15000;CC BY-SA 3.0;kyselak;https://commons.wikimedia.org/wiki/File:Soccer_ouagadougou.jpg
dennis-martinez-national-stadium.jpg;Dennis Martínez National Stadium;Nicaragua;15000;CC BY-SA 4.0;hsd291;https://commons.wikimedia.org/wiki/File:Estadio_Nacional_Dennis_Martinez_.jpg
buko-stadion.jpg;BUKO Stadion;Netherlands;5200;CC BY-SA 3.0;Reinjansma;https://commons.wikimedia.org/wiki/File:Tata_Steel_Stadium_Zwarts_%26_Jansma_architects.jpg
ffb-stadium.jpg;FFB Stadium;Belize;5000;CC BY-SA 4.0;GatoCR84;https://commons.wikimedia.org/wiki/File:FFB-Field-Belmopan-Belice-Proyecto-Goal-FIFA-Stadium-Source_02.jpg
samuel-kanyon-doe-sports-complex.jpg;Samuel Kanyon Doe Sports Complex;Liberia;35000;CC BY-SA 4.0;Bangabandhu;https://commons.wikimedia.org/wiki/File:SKD_Stadium,_Monrovia,_Liberia,_2015.jpg
obed-itani-chilume-stadium.jpg;Obed Itani Chilume Stadium;Botswana;26000;CC BY-SA 2.0;Lamu Lameck;https://commons.wikimedia.org/wiki/File:Francistown_Stadium_Botswana.jpg
dura-international-stadium.jpg;Dura International Stadium;Palestine;18000;CC BY-SA 4.0;TrickyH;https://commons.wikimedia.org/wiki/File:Crowd_at_Dora_Stadium.jpg
amaan-stadium.jpg;Amaan Stadium;Tanzania;15000;CC BY-SA 3.0 de;Arne Müseler;https://commons.wikimedia.org/wiki/File:Amaan_Stadium_Zanzibar_3.jpg
stade-demba-diop.jpg;Stade Demba Diop;Senegal;15000;CC BY 3.0;KaBa (KaaBaa);https://commons.wikimedia.org/wiki/File:SenegaleseWrestling.JPG
diekman-stadion.jpg;Diekman Stadion;Netherlands;13500;CC0;Hans Peters for Anefo;https://commons.wikimedia.org/wiki/File:Zuidema_(FC_Twente,_nr_11)_in_de_aanval,_Bestanddeelnr_927-9402.jpg
sam-nujoma-stadium.jpg;Sam Nujoma Stadium;Namibia;10300;Public domain;Thomas.macmillan (talk);https://commons.wikimedia.org/wiki/File:SamNujomaStadium.JPG
stade-linite.jpg;Stade Linité;Seychelles;10000;FAL;A.Savin;https://commons.wikimedia.org/wiki/File:Victoria_Linit%C3%A9_Stadium_asv2024-09.jpg
jan-louwers-stadion.jpg;Jan Louwers Stadion;Netherlands;4500;CC BY-SA 3.0;Mark92 at Dutch Wikipedia;https://commons.wikimedia.org/wiki/File:Jan_Louwers_Stadion.JPG
stade-said-mohamed-cheikh.jpg;Stade Said Mohamed Cheikh;Comoros;2000;CC BY-SA 4.0;Markus Staub;https://commons.wikimedia.org/wiki/File:Nationalstadion_Komoren.JPG
stade-tata-raphael.jpg;Stade Tata Raphaël;Democratic Republic of the Congo;50000;CC BY-SA 4.0;Yallahbye;https://commons.wikimedia.org/wiki/File:Stade_Tata_Rapha%C3%ABl_lors_d%27un_de_l%27AS_V.CLUB.jpg
stade-anjalay.jpg;Stade Anjalay;Mauritius;18000;CC BY-SA 3.0 de;Arne Müseler;https://commons.wikimedia.org/wiki/File:Mauritius_anjalay_coopen_stadium.jpg
de-geusselt.jpg;De Geusselt;Netherlands;10000;CC BY-SA 3.0;A.Savin;https://commons.wikimedia.org/wiki/File:Maastricht_Stadion_De_Geusselt.jpg
stade-du-ville.jpg;Stade du Ville;Djibouti;10000;CC BY-SA 4.0;Skilla1st;https://commons.wikimedia.org/wiki/File:El_Hadj_Hassan_Gouled_Aptidon_Stadium.jpg
korman-stadium.jpg;Korman Stadium;Vanuatu;6500;CC BY 2.0;Julie Lyn from Washington, DC, USA;https://commons.wikimedia.org/wiki/File:Korman_Stadium_(Mar._14,_2015).jpg
brandywell-stadium.jpg;Brandywell Stadium;Northern Ireland;6300;CC BY-SA 3.0;The original uploader was Danny Invincible at English Wikipedia.;https://commons.wikimedia.org/wiki/File:Derrycity2.jpg
wagener-stadium.jpg;Wagener Stadium;Netherlands;15000;CC BY-SA 4.0;Ceescamel;https://commons.wikimedia.org/wiki/File:2021_Entree_Wagener_Stadion,_Amstelveen_(1).jpg
sir-hubert-murray-stadium.jpg;Sir Hubert Murray Stadium;Papua New Guinea;15000;CC BY 2.0;lindsaybridge;https://commons.wikimedia.org/wiki/File:Sir_Hubert_Murray_Stadium_(1993,_cropped).jpg
oosterpark-stadion.jpg;Oosterpark Stadion;Netherlands;12500;Public domain;JoeyT at Dutch Wikipedia;https://commons.wikimedia.org/wiki/File:Fc_Stadion1.jpg
de-vliert.jpg;De Vliert;Netherlands;9000;CC BY-SA 3.0;User:LeeGer;https://commons.wikimedia.org/wiki/File:De_Vliert_stadium.jpg
